	polarity	text	category	aspect term
1335	 positive negative	The video card is great for media, and above average for gaming, but not a gamers first choice.	 graphics graphics	;video card;gaming
1336	 negative	The problem I had with this unit was unresolvable.	 laptop	null
1337	 negative negative	It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	 laptop laptop	;cooling system;use
1338	 neutral negative	I acually believe the issue is with the Nvidia grafics card, but still requires a return.	 graphics laptop	;nvidia grafics card
1339	 negative	Sorry Toshiba, but 1st impressions do count for something.	 laptop	null
1340	 positive	I got the black MacBook two years ago and have never regretted it.	 laptop	null
1341	 positive	So this was great for me.	 laptop	null
1342	 positive positive	It has just enough RAM to run smoothly and enough memory to satisfy my needs.	 laptop memory	;ram;memory
1343	 positive positive	Plus it is small and reasonably light so I can take it with me to and from work.	 laptop weight	null
1344	 positive positive	I also travel with it and it never gives me any problems.	 weight laptop	null
1345	 positive	But I am glad to have gotten mine right before they stopped making it.	 laptop	null
1346	 positive positive	I look forward to years of use, it has held up well over the years and it fits my needs very well.	 laptop laptop	null
1347	 positive positive	The difference is the Toshiba had a lot more memory and hard drive space.	 memory harddisk	;memory;hard drive space
1348	 positive positive neutral	It's super fast and a great value for the price!	 laptop laptop price	;value;price
1349	 positive	I would definitely recommend checking out this laptop if you are in the market for one.	 laptop	null
1350	 negative	A MONTH LATER, we reinstall the OS (Vista).	 os	;os vista
1351	 negative	A coupla months later, they change my hard drive.	 harddisk	;hard drive
1352	 negative	A month or so ago, the freaking motherboard just died.	 hardware	;motherboard
1353	 negative	Went silently.	 hardware	null
1354	 negative	One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.	 laptop	;gui;hard drive light
1355	 negative	THE MOTHERBOARD IS DEAD !	 hardware	;motherboard
1356	 negative	And I'm still paying the bloody financing, for a product which didn't last me at least three years !	 laptop	null
1357	 positive	"I initially purchased my Macbook Pro 13"" in April, and I loved it."	 laptop	null
1358	 negative	I was so happy with my new Mac.	 laptop	null
1359	 negative	Then the hard drive failed;	 harddisk	;hard drive
1360	 negative	my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!	 laptop	;paragon
1361	 negative	So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.	 laptop	;hard drive
1362	 negative	I can't even turn it off.	 laptop	null
1363	 negative	It's catatonic.	 laptop	null
1364	 negative	"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time."	 laptop	null
1365	 negative negative	I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.	 laptop laptop	;life span
1366	 positive positive positive	Great battery, speed, display.	 battery laptop display	;battery;speed;display
1367	 positive	It WORKS!	 laptop	;works
1368	 positive positive	My house is now 100% Macbook.	 laptop laptop	null
1369	 positive positive	"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc."	 display laptop	;display;connections
1370	 positive	THIS is what a laptop is supposed to be.	 laptop	null
1371	 negative negative	I thought the price was great for the specs.	 price laptop	;price;specs
1372	 negative	But after using it a couple of weeks, the overall operation is poor.	 laptop	;operation
1373	 negative	I hate the display screen and I have done everything I could do the change it.	 display	;display screen
1374	 negative	The keyboard is too slick.	 keyboard	;keyboard
1375	 negative	I really don't like it, but I am stuck.	 laptop	null
1376	 negative	Dell Latitude d620 is not a reliable machine.	 laptop	;latitude d620
1377	 negative negative	The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.	 battery battery	;battery;charge;charge
1378	 negative	Later it held zero charge and its replacement worked for less than three months.	 battery	;charge
1379	 negative	The machine is slow to boot up and occasionally crashes completely.	 laptop	;boot up
1380	 negative	VERY disappointing:	 laptop	null
1381	 negative	I was not aware that this product cannot display websites that contain Flash.	 laptop	null
1382	 negative	Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.	 laptop	;web access;3g network
1383	 negative	After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.	 laptop	;interface device
1384	 positive	HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.	 laptop	null
1385	 negative	But as time went on I found it almost impossible to keep the thing on-line through wi-fi.	 laptop	;wi fi
1386	 negative negative	Eventually the screen went blank and the computer would not turn on.	 display laptop	;screen
1387	 negative	Guess I'll stay away from HP.	 laptop	null
1388	 positive	My MacBook is probably the best investment I have ever made.	 laptop	null
1389	 positive	I have had it for almost four years now and I have only had a few problems with it.	 laptop	null
1390	 negative	The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.	 software	;safari internet browser;firefox
1391	 positive	I love this computer.	 laptop	null
1392	 positive positive positive	Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.	 display laptop weight	;screen
1393	 negative	The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.	 software	;programs
1394	 negative	Games being the main issue.	 software	;games
1395	 negative	It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.	 software	;game;software
1396	 positive	Other than that I don't have one complaint in the world!	 laptop	null
1397	 negative negative	This computer periodically crashes (Office, IPhoto, Safari).	 laptop software	;office;safari
1398	 negative negative	It takes a long time to get on the Web and to change Web Sites.	 laptop laptop	;web;web sites
1399	 negative	Locks up she searching for updates.	 laptop	null
1400	 negative	It seems that this computer might be a lemon.	 laptop	null
1401	 positive	I purchased my Macbook Pro Retina from my school since I had a student discount, but I would gladly purchase it from Amazon for full price again if I had too.	 laptop	;price
1402	 positive positive positive positive	The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well.	 laptop laptop harddisk display	;ssd storage;clarity;screen
1403	 negative negative	But if you buy this i would highly recommend that you buy a case and screen protector for this machine as they are known to be quite fragile.	 laptop display	;case;screen protector
1404	 positive	Count me as extremely satisfied, it's a perfect computer.	 laptop	null
1405	 positive	I just bought this computer from the Apple Store, and I couldn't be more impressed with it.	 laptop	null
1406	 positive positive	It has a stunning retina display, and is very fast.	 display laptop	null
1407	 positive	This computer is good for anything, and it has really superseded my high expectations.	 laptop	null
1408	 positive positive positive	Also, the sound quality from the speakers is crystal clear, and everything is just sleek and smooth.	 laptop laptop laptop	;sound quality;speakers
1409	 positive	The HD display is sensational, and now watching any movie is a very enjoyable experience for me.	 display	;hd display
1410	 positive positive	No hardware issues, as is common with any Apple product.	 hardware laptop	;hardware;apple product
1411	 positive	Great product, and couldn't be happier with it.	 laptop	;product
1412	 positive	awesome laptop, i love it	 laptop	null
1413	 positive	I love my new ThinkPad!	 laptop	null
1414	 positive positive positive	It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility.	 laptop battery weight	;battery;mobility
1415	 positive	I can use it anywhere.	 weight	null
1416	 positive	It was a great purchase.	 laptop	null
1417	 positive	All the sturdy and substantial feel you expect from a Thinkpad.	 laptop	null
1418	 neutral positive	Average performance on almost every benchmark but priced accordingly.	 laptop price	;performance;priced
1419	 negative	Below average on the w-fi adapter which I'm still trying to get to the bottom of.	 laptop	;w fi adapter
1420	 positive	Great laptop.	 laptop	null
1421	 positive	Fast.	 laptop	null
1422	 positive	Works very well.	 laptop	;works
1423	 positive	Would purchase again.	 laptop	null
1424	 positive neutral	A good value for the money.	 laptop price	;value
1425	 positive	Quite pleased with it.	 laptop	null
1426	 positive	Fast enough for my purposes.	 laptop	null
1427	 positive positive	No bloatware from third party parasites to uninstall.	 software laptop	;bloatware
1428	 positive positive	Excellent keyboard and crisp screen.	 keyboard display	;keyboard;screen
1429	 negative positive positive	Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.	 battery hardware memory	;battery;processor;ram
1430	 positive	I'm glad to have it and it showed up in only a few days.	 laptop	null
1431	 neutral neutral	The laptop itself is very good, it could be better, but not bad at all for it's price point.	 laptop price	;price
1432	 positive	It does everything I need.	 laptop	null
1433	 positive	The big deal with this was Windows 7.	 os	;windows 7
1434	 positive	When I saw this I grabbed it.	 laptop	null
1435	 positive	It has met all my needs.	 laptop	null
1436	 positive	Just what I expected.	 laptop	null
1437	 positive	I don't have any complains about this computer	 laptop	null
1438	 positive positive	Outstanding laptop and very well built.	 laptop laptop	;built
1439	 positive	The retina display is fantastic.	 display	;retina display
1440	 positive	One of the best thing i have bought in years.	 laptop	null
1441	 positive positive positive	Great PC, light and powerful.	 laptop laptop laptop	null
1442	 positive	Is just amazing.=)	 laptop	null
1443	 negative	The glare of the glossy-retina display is unbearable.	 display	null
1444	 negative negative	Do not buy a mac until this issue is resolved.	 laptop laptop	null
1445	 positive	Performs as advertised, if not better!	 laptop	null
1446	 positive	Super light weight (I never cared either way about weight until now).	 laptop	;weight;weight
1447	 positive	Feels like solid state.	 laptop	null
1448	 positive	WONDERFUL machine;	 laptop	null
1449	 positive	glad I bought it.	 laptop	null
1450	 neutral neutral	Tiny, forgivable drawback - no ethernet cable outlet.	 laptop laptop	;ethernet cable outlet
1451	 neutral	But that's not a deal-breaker.	 laptop	null
1452	 positive	SUPER LAPTOP!!	 laptop	null
1453	 positive	Will probably get another one for my wife!	 laptop	null
1454	 negative positive	a bit ugly,but works good	 laptop laptop	null
1455	 positive	I like the design rather sleek and light.	 laptop	;design;light
1456	 neutral positive	I will give advise any prospective buyers this is not great laptop, Its good for web browsing and word processing	 laptop laptop	;web browsing;word processing
1457	 positive neutral negative	Fantastic for the price - just wish it the keys were illuminated.	 laptop price keyboard	;price;keys
1458	 negative	If your on a budget.... Save up longer.	 laptop	null
1459	 negative	This laptop isn't worth a single cent.	 laptop	null
1460	 negative	I couldn't even install linux on it.	 laptop	;install;linux
1461	 negative	Windows runs very poorly.	 os	;windows
1462	 negative	Just save your money and get something better.	 laptop	null
1463	 positive positive	awesome price for a laptop that lasts more than 8 hours without recharging!	 price battery	;price
1464	 positive	awesome!	 laptop	null
1465	 negative	This laptop is a complete cheap junk.	 laptop	null
1466	 negative	By just looking at it you will realize it's crap.	 laptop	null
1467	 negative negative	It's not what you pay for.	 laptop price	null
1468	 negative	The case is made from cheap plastic.	 laptop	;case
1469	 negative	In the description it said there is Bluetooth but no there isn't.	 laptop	;bluetooth
1470	 negative	I'm warning you, You're wasting your money on this	 laptop	null
1471	 positive	Love the computer.	 laptop	null
1472	 negative	Hate Windows 8.1!	 os	;windows 8
1473	 negative	It dosn't even have a disc compartment	 laptop	;disc compartment
1474	 negative	Had to return the computer.	 laptop	null
1475	 negative	Keeps freezing	 laptop	null
1476	 negative	No ethernet outlet	 laptop	;ethernet
1477	 negative	Disc drive will not open or function	 hardware	;disc drive;function
1478	 negative	Odd - unusual Dell Commands	 laptop	null
1479	 negative	Would have exchanged instantly - but had to use as if for College immediately.	 laptop	null
1480	 negative	Unimpressed.	 laptop	null
1481	 positive	Terrific laptop.	 laptop	null
1482	 positive	Works beautifully.	 laptop	;works
1483	 positive	great price.	 price	;price
1484	 positive	just what we needed for our daughter to do her on line math class	 laptop	null
1485	 positive	This is a great home computer.	 laptop	null
1486	 positive	It is very, very quiet.	 laptop	null
1487	 positive negative	The only reason I didn't give it a 5 star is, I feel I have to reach so far to type on the key board.	 laptop keyboard	;key board
1488	 negative	You also have to press firmly on the keys.	 keyboard	;keys
1489	 positive positive	Otherwise this is a great computer great prices.	 laptop price	;prices
1490	 positive	Was easy to set up and has been easy to learn to use it.	 laptop	;set up
1491	 positive	Works good and is fast enough for me.	 laptop	null
1492	 positive positive	Good product for a good price.	 laptop price	;price
1493	 negative	It was too cheaply constructed.	 laptop	;constructed
1494	 negative	It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.	 os	;windows 8
1495	 negative negative	The Computer Is Horrible Its To Slow.	 laptop laptop	null
1496	 negative	The Thing That You Insert CDs Into Won't Open.	 hardware	null
1497	 negative	not a good computer at all.	 laptop	null
1498	 negative	We returned two days later.	 laptop	null
1499	 positive	They were excellent to handle our return and post our refund back into our account the next day.	 service	null
1500	 positive positive	Great price and computer!	 price laptop	;price
1501	 positive	They loved it.	 laptop	null
1502	 positive positive positive	It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling).	 laptop laptop weight	;operate
1503	 negative	But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!	 laptop	;optical drive
1504	 negative	This product was DOA.	 laptop	null
1505	 negative	Fired up and worked for the first day and then the display died on my wife while she was taking a timed test.	 display	;display
1506	 negative	Would not recommend.	 laptop	null
1507	 positive	Pretty good laptop.	 laptop	null
1508	 positive	Good for basic stuff.	 laptop	null
1509	 negative	Don't try to use to play any pc games or anything.	 laptop	null
1510	 neutral	Just for simple web browsing and media streaming.	 laptop	;web browsing;media streaming
1511	 positive positive	Pretty premium feel for the low price.	 laptop price	;price
1512	 negative	I have so much trouble turning the computer on.	 laptop	null
1513	 negative	It comes on for seconds then shuts itself off.	 laptop	null
1514	 negative	My mistake was to not research this one, no DVD and no place to insert my ad card to download pictures.	 laptop	;dvd;ad card;pictures
1515	 negative	I should have waited to find a higher quality computer.	 laptop	null
1516	 positive positive positive	i'm very happy,this laptop is beatifull, is'nt slow at all.	 laptop laptop laptop	null
1517	 negative negative	but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting.	 laptop laptop	;cd unit;ethernet port
1518	 negative	just wifi....	 laptop	;wifi
1519	 positive positive	the screen is big, and everything was as described	 display laptop	;screen
1520	 positive	For everyday use, you can't really go wrong with this laptop.	 laptop	null
1521	 positive	If, like me, you will be paying bills, occasionally reading the news, or just buying stuff on line, Then this is a winner.	 laptop	null
1522	 negative	If you are a gamer or need it for heavy computer use, get something else.	 laptop	;use
1523	 positive positive	It's a good starter computer that is extremely light on the wallet.	 laptop price	null
1524	 positive	Like i said, Good for basic stuff and as a starter.	 laptop	;starter
1525	 neutral	Still getting use to Window 8.	 os	;use;window 8
1526	 neutral	Has a built in camera which i do not use.	 laptop	null
1527	 neutral	Sturdy but only for typical wear and tear.	 laptop	;wear
